Identifiant machine : 12211148
SolarR : 0
HyrdroR : 0
Version électronique : 3.0
Date installation : 24/12/22
Date ajout Jeedom : 2025-07-23 01:59:07
Compte Market : Fortin.Savenay
DNS : https://6b9e30d9.eu.jeedom.link
Date;Mode;Etat système;Plage horaire actives;Débit fixe;Surventilation;Vacances;Boost;Temp Consigne Elec;Tmax;Temp consigne HydroR;Temp Confort Utilisateur;Saison;Débit air (m3/h);Puissance Chauffage;Consigne vitesse moteur;Température extérieure;Consigne pression diff (Pa);Encrassement filtre (%);Nb semaine depuis maintenance;Durée fonctionnement (j);Code erreur 1;Code erreur 2;Bypass amont présent;Volume à ventiler (m3);Version logiciel embarqué;Sonde 0;Température 0;Humidité 0;Sonde 1;Température 1;Humidité 1;Sonde 2;Température 2;Humidité 2;Sonde 3;Température 3;Humidité 3;Sonde 4;Température 4;Humidité 4;Capteur 0;Température Capteur 0;Humidité Capteur 0;Co2 Capteur 0;Capteur 1;Température Capteur 1;Humidité Capteur 1;Co2 Capteur 1;Capteur 2;Température Capteur 2;Humidité Capteur 2;Co2 Capteur 2;Capteur 3;Température Capteur 3;Humidité Capteur 3;Co2 Capteur 3;Capteur 4;Température Capteur 4;Humidité Capteur 4;Co2 Capteur 4;Capteur 5;Température Capteur 5;Humidité Capteur 5;Co2 Capteur 5;Capteur 6;Température Capteur 6;Humidité Capteur 6;Co2 Capteur 6;Capteur 7;Température Capteur 7;Humidité Capteur 7;Co2 Capteur 7;Capteur 8;Température Capteur 8;Humidité Capteur 8;Co2 Capteur 8;Capteur 9;Température Capteur 9;Humidité Capteur 9;Co2 Capteur 9;Ouverture vanne HydroR;Bypass Type;Ouverture bypass 1;Type bypass 1;Ouverture bypass 2;Type bypass 2;Ouverture bypass 3;Type bypass 3;Signal Radio VMI (dBm)
2025-07-27 05:50:00;Std;Mode Debit Fixe;1;1;1;0;0;4;22;0;28;Ete;129;0;3;16;160;90;47;959;FF;FF;0;288;5.9;Sortie des resistances;16;91;Au niveau de l'\''entree d'\''air;16;95;Sonde absente;0;0;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;23,2;69;510;810054f5|Salle de bain 1|A5_04_01;22,3;86,3;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;23;68;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-95
2025-07-27 09:50:00;Std;Mode Debit Fixe;1;1;1;0;0;4;22;0;28;Ete;129;0;3;18;152;90;47;959;FF;FF;0;288;5.9;Sortie des resistances;18;82;Au niveau de l'\''entree d'\''air;18;85;Sonde absente;0;0;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;23;69;470;810054f5|Salle de bain 1|A5_04_01;22,1;85;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;22,8;67;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-91
2025-07-27 13:50:00;Std;Mode Debit Fixe;1;1;1;0;0;4;22;0;28;Ete;129;0;3;23;160;90;47;959;FF;FF;0;288;5.9;Sortie des resistances;23;62;Au niveau de l'\''entree d'\''air;23;65;Sonde absente;0;0;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;23;69;470;810054f5|Salle de bain 1|A5_04_01;22,1;83;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;22,7;66;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-95
2025-07-27 17:50:00;Std;Mode Debit Fixe;1;1;1;0;0;4;22;0;28;Ete;129;0;3;25;168;90;47;959;FF;FF;0;288;5.9;Sortie des resistances;26;44;Au niveau de l'\''entree d'\''air;25;46;Sonde absente;0;0;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;24,1;60,4;430;810054f5|Salle de bain 1|A5_04_01;22,1;80,5;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;23;66;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-91
2025-07-27 21:50:00;Std;Mode Debit Fixe;1;1;1;0;0;4;22;0;28;Ete;129;0;3;17;160;90;47;959;FF;FF;0;288;5.9;Sortie des resistances;17;90;Au niveau de l'\''entree d'\''air;17;93;Sonde absente;0;0;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;24;67,5;840;810054f5|Salle de bain 1|A5_04_01;22,1;81,3;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;22,9;67;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-91
2025-07-28 01:50:00;Std;Mode Debit Fixe;1;1;1;0;0;32;22;12;24;Ete;129;0;3;17;160;90;47;959;FF;FF;0;288;5.9;Sortie des resistances;17;89;Au niveau de l'\''entree d'\''air;17;92;Sonde absente;0;0;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;23,8;70,8;1325;810054f5|Salle de bain 1|A5_04_01;22,2;80,8;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;22,7;67;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-91
2025-07-28 05:50:00;Std;Mode Debit Fixe;1;1;1;0;0;32;22;12;24;Ete;129;0;3;15;160;90;22;960;00;04;0;288;5.9;Sortie des resistances;16;91;Au niveau de l'\''entree d'\''air;22;12;Sonde absente;89;48;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;23,6;72,5;1500;810054f5|Salle de bain 1|A5_04_01;22,1;80;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;22,6;67;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-91
2025-07-28 09:50:00;Std;Mode Debit Fixe;1;1;1;0;0;4;22;0;28;Ete;129;0;3;22;152;90;47;960;FF;FF;0;288;5.9;Sortie des resistances;22;65;Au niveau de l'\''entree d'\''air;22;68;Sonde absente;0;0;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;22,4;69,2;471,7;810054f5|Salle de bain 1|A5_04_01;21,8;79,3;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;22,3;66,5;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-94
2025-07-28 13:50:00;Std;Mode Debit Fixe;1;1;1;0;0;4;22;0;28;Ete;129;0;3;26;168;90;47;960;FF;FF;0;288;5.9;Sortie des resistances;26;44;Au niveau de l'\''entree d'\''air;26;47;Sonde absente;0;0;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;23,4;64,9;465;810054f5|Salle de bain 1|A5_04_01;22;79,4;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;22,6;67;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-94
2025-07-28 17:50:00;Std;Mode Debit Fixe;1;1;1;0;0;4;22;0;28;Ete;129;0;3;29;168;90;47;960;FF;FF;0;288;5.9;Sortie des resistances;28;42;Au niveau de l'\''entree d'\''air;28;44;Sonde absente;0;0;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;24,4;62,9;555;810054f5|Salle de bain 1|A5_04_01;22,2;79,9;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;22,8;66,2;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-91
2025-07-28 21:50:00;Std;Mode Debit Fixe;1;1;1;0;0;4;22;0;28;Ete;129;0;3;29;168;90;47;960;FF;FF;0;288;5.9;Sortie des resistances;28;42;Au niveau de l'\''entree d'\''air;28;44;Sonde absente;0;0;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;23,5;70,5;1045;810054f5|Salle de bain 1|A5_04_01;22,9;83,1;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;22,9;66,7;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-95
2025-07-29 01:50:00;Std;Mode Debit Fixe;1;1;1;0;0;4;22;0;28;Ete;129;0;3;18;160;90;47;960;FF;FF;0;288;5.9;Sortie des resistances;18;84;Au niveau de l'\''entree d'\''air;18;88;Sonde absente;0;0;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;23,4;69;660;810054f5|Salle de bain 1|A5_04_01;22,1;83,5;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;22,6;67;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-91
2025-07-29 05:50:00;Std;Mode Debit Fixe;1;1;1;0;0;4;22;0;28;Ete;129;0;3;18;160;90;47;960;FF;FF;0;288;5.9;Sortie des resistances;18;84;Au niveau de l'\''entree d'\''air;18;88;Sonde absente;0;0;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;23,2;69;560;810054f5|Salle de bain 1|A5_04_01;21,8;81,4;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;22,4;66;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-91
2025-07-29 09:50:00;Std;Mode Debit Fixe;1;1;1;0;0;1;17;86;255;Ete;129;0;3;17;160;90;47;961;FF;FF;0;288;5.9;Sortie des resistances;16;87;Sortie des resistances;0;0;Sonde absente;22;12;Sonde absente;0;0;Sonde absente;0;0;81003227|Chambre 1|A5_09_04;22;69,3;538,3;810054f5|Salle de bain 1|A5_04_01;21,8;82;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;;0;0;0;0422407d|Cuisine|MSC Assistant Ventilairsec;22,6;65,8;0;0;Toiture;0;Unknown;0;Unknown;0;Unknown;-94
